trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
323,False,"{'a': 0.5, 'e': 0.3539999999999994}",25,7,5.087409361162535,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
324,False,"{'a': 0.5, 'e': 0.3519999999999994}",20,3,-50.26143003117689,"{0: 12, 1: 1, 2: 2, 3: 2, 4: 0}",1
325,False,"{'a': 0.5, 'e': 0.3499999999999994}",30,7,26.960257451385687,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
326,False,"{'a': 0.5, 'e': 0.3479999999999994}",25,3,9.209840166304794,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
327,False,"{'a': 0.5, 'e': 0.3459999999999994}",25,0,-84.6830894881437,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
328,False,"{'a': 0.5, 'e': 0.3439999999999994}",20,0,-35.817830039407326,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
329,False,"{'a': 0.5, 'e': 0.3419999999999994}",20,0,-44.30194005461584,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
330,False,"{'a': 0.5, 'e': 0.3399999999999994}",25,9,-31.07822856514582,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 1}",1
331,False,"{'a': 0.5, 'e': 0.3379999999999994}",30,10,6.367512171802966,"{0: 16, 1: 4, 2: 0, 3: 0, 4: 0}",1
332,False,"{'a': 0.5, 'e': 0.3359999999999994}",30,3,-18.621347179722576,"{0: 24, 1: 1, 2: 1, 3: 0, 4: 1}",1
333,False,"{'a': 0.5, 'e': 0.3339999999999994}",20,3,-26.979212822529178,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
334,False,"{'a': 0.5, 'e': 0.3319999999999994}",20,1,-31.715006724754858,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
335,False,"{'a': 0.5, 'e': 0.3299999999999994}",20,1,-95.02612587389598,"{0: 13, 1: 2, 2: 2, 3: 0, 4: 2}",1
336,False,"{'a': 0.5, 'e': 0.3279999999999994}",25,0,-24.718219199426116,"{0: 21, 1: 0, 2: 2, 3: 2, 4: 0}",0
337,False,"{'a': 0.5, 'e': 0.3259999999999994}",25,15,11.19947769157832,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.5, 'e': 0.3239999999999994}",25,13,-3.474944695235271,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
339,False,"{'a': 0.5, 'e': 0.3219999999999994}",20,12,14.645593686020934,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
340,False,"{'a': 0.5, 'e': 0.3199999999999994}",25,12,24.549439899116365,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
341,False,"{'a': 0.5, 'e': 0.3179999999999994}",20,7,-32.074448940976794,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 1}",1
342,False,"{'a': 0.5, 'e': 0.3159999999999994}",20,2,19.503299472591934,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
343,False,"{'a': 0.5, 'e': 0.3139999999999994}",25,0,-41.342595894152026,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
344,False,"{'a': 0.5, 'e': 0.3119999999999994}",20,3,-33.264966072958806,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 1}",1
345,False,"{'a': 0.5, 'e': 0.3099999999999994}",25,16,20.485189090087687,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.5, 'e': 0.3079999999999994}",35,12,30.859709424032932,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",1
347,False,"{'a': 0.5, 'e': 0.3059999999999994}",20,14,7.564945267173823,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
348,False,"{'a': 0.5, 'e': 0.3039999999999994}",20,6,6.912406973220169,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
349,False,"{'a': 0.5, 'e': 0.3019999999999994}",30,0,-17.349955678581797,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 1}",0
350,False,"{'a': 0.5, 'e': 0.2999999999999994}",25,0,-42.88324957329422,"{0: 20, 1: 2, 2: 2, 3: 0, 4: 1}",0
351,False,"{'a': 0.5, 'e': 0.2979999999999994}",25,0,-2.9668320671043507,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
352,False,"{'a': 0.5, 'e': 0.2959999999999994}",20,3,22.73793902503263,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.5, 'e': 0.2939999999999994}",30,16,-3.1172247375357696,"{0: 11, 1: 1, 2: 2, 3: 0, 4: 0}",1
354,False,"{'a': 0.5, 'e': 0.29199999999999937}",25,0,43.05573029749307,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
355,False,"{'a': 0.5, 'e': 0.28999999999999937}",20,9,-78.29633211753806,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 2}",1
356,False,"{'a': 0.5, 'e': 0.28799999999999937}",30,19,22.427794137878717,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
357,False,"{'a': 0.5, 'e': 0.28599999999999937}",25,8,-24.12156726408419,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
358,False,"{'a': 0.5, 'e': 0.28399999999999936}",30,0,-0.4550007566174513,"{0: 26, 1: 1, 2: 3, 3: 0, 4: 0}",0
359,False,"{'a': 0.5, 'e': 0.28199999999999936}",30,0,32.836191125173876,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
360,False,"{'a': 0.5, 'e': 0.27999999999999936}",30,0,-29.2246214488971,"{0: 26, 1: 0, 2: 3, 3: 0, 4: 1}",0
361,False,"{'a': 0.5, 'e': 0.27799999999999936}",25,1,21.620010138455495,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
362,False,"{'a': 0.5, 'e': 0.27599999999999936}",20,8,-2.3705862896138523,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
363,False,"{'a': 0.5, 'e': 0.27399999999999936}",25,0,11.775841792898108,"{0: 23, 1: 0, 2: 2, 3: 0, 4: 0}",1
364,False,"{'a': 0.5, 'e': 0.27199999999999935}",30,0,40.882108444664084,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
365,False,"{'a': 0.5, 'e': 0.26999999999999935}",25,0,-31.09829607109568,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
366,False,"{'a': 0.5, 'e': 0.26799999999999935}",20,8,-25.26408688694621,"{0: 9, 1: 0, 2: 2, 3: 1, 4: 0}",1
367,False,"{'a': 0.5, 'e': 0.26599999999999935}",20,12,15.879824974006528,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.5, 'e': 0.26399999999999935}",30,0,20.82596775566921,"{0: 28, 1: 0, 2: 2, 3: 0, 4: 0}",0
369,False,"{'a': 0.5, 'e': 0.26199999999999934}",35,9,-43.17702945098927,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 1}",1
370,False,"{'a': 0.5, 'e': 0.25999999999999934}",25,5,3.2114979343179977,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",1
371,False,"{'a': 0.5, 'e': 0.25799999999999934}",35,24,18.777621598520856,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.5, 'e': 0.25599999999999934}",20,6,2.022662370842342,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
373,False,"{'a': 0.5, 'e': 0.25399999999999934}",20,15,11.298819248361642,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.5, 'e': 0.25199999999999934}",20,4,-16.8165530420379,"{0: 12, 1: 2, 2: 1, 3: 1, 4: 0}",1
375,False,"{'a': 0.5, 'e': 0.24999999999999933}",25,12,21.153274299764714,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
376,False,"{'a': 0.5, 'e': 0.24799999999999933}",20,10,17.51775705560296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.5, 'e': 0.24599999999999933}",20,3,-3.7320598368103655,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
378,False,"{'a': 0.5, 'e': 0.24399999999999933}",20,8,0.96994945198864,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
379,False,"{'a': 0.5, 'e': 0.24199999999999933}",20,8,-2.0956415586034822,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
380,False,"{'a': 0.5, 'e': 0.23999999999999932}",25,7,-18.70800814988841,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 1}",1
381,False,"{'a': 0.5, 'e': 0.23799999999999932}",25,0,-29.6175246920491,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
382,False,"{'a': 0.5, 'e': 0.23599999999999932}",25,5,-1.6910346441208621,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
383,False,"{'a': 0.5, 'e': 0.23399999999999932}",25,15,19.196185520443155,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.5, 'e': 0.23199999999999932}",25,14,11.386058054162646,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.5, 'e': 0.22999999999999932}",25,11,4.926764280120383,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
386,False,"{'a': 0.5, 'e': 0.22799999999999931}",20,10,-3.2060434285163595,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 0}",1
387,False,"{'a': 0.5, 'e': 0.2259999999999993}",30,13,21.394513491276797,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
388,False,"{'a': 0.5, 'e': 0.2239999999999993}",25,0,-3.3133646709089533,"{0: 21, 1: 1, 2: 3, 3: 0, 4: 0}",0
389,False,"{'a': 0.5, 'e': 0.2219999999999993}",20,12,15.219193369662511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.5, 'e': 0.2199999999999993}",30,15,31.510203266722215,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.5, 'e': 0.2179999999999993}",20,0,-10.723047273355778,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
392,False,"{'a': 0.5, 'e': 0.2159999999999993}",20,0,7.414629149402061,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
393,False,"{'a': 0.5, 'e': 0.2139999999999993}",25,0,-16.87278317410395,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
394,False,"{'a': 0.5, 'e': 0.2119999999999993}",25,0,-39.34270298372888,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
395,False,"{'a': 0.5, 'e': 0.2099999999999993}",30,16,29.791436597279507,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.5, 'e': 0.2079999999999993}",30,12,18.649560479159398,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
397,False,"{'a': 0.5, 'e': 0.2059999999999993}",20,12,16.679306277726496,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.5, 'e': 0.2039999999999993}",20,8,8.652830283963644,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
399,False,"{'a': 0.5, 'e': 0.2019999999999993}",20,1,17.64112587877581,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
400,False,"{'a': 0.5, 'e': 0.1999999999999993}",25,13,7.857758231378741,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
401,False,"{'a': 0.5, 'e': 0.1979999999999993}",30,18,25.663361697014214,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.5, 'e': 0.19599999999999929}",20,11,12.392228533173645,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.5, 'e': 0.19399999999999928}",20,13,12.350685817943003,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.5, 'e': 0.19199999999999928}",30,18,24.225372797877753,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.5, 'e': 0.18999999999999928}",30,23,11.803329607305418,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.5, 'e': 0.18799999999999928}",30,0,-19.0969427218574,"{0: 27, 1: 0, 2: 2, 3: 0, 4: 1}",0
407,False,"{'a': 0.5, 'e': 0.18599999999999928}",30,8,7.3205923023972765,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
408,False,"{'a': 0.5, 'e': 0.18399999999999928}",35,15,9.203739993480937,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",1
409,False,"{'a': 0.5, 'e': 0.18199999999999927}",30,13,6.123417806892464,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 0}",1
410,False,"{'a': 0.5, 'e': 0.17999999999999927}",20,13,-30.153114004516723,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 1}",1
411,False,"{'a': 0.5, 'e': 0.17799999999999927}",30,4,32.03697351309189,"{0: 24, 1: 2, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.5, 'e': 0.17599999999999927}",20,8,-9.50631045623363,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 0}",1
413,False,"{'a': 0.5, 'e': 0.17399999999999927}",20,9,14.24667842966495,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
414,False,"{'a': 0.5, 'e': 0.17199999999999926}",20,9,19.46460325620118,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.5, 'e': 0.16999999999999926}",25,8,-12.069330750668854,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
416,False,"{'a': 0.5, 'e': 0.16799999999999926}",20,1,31.365910400172773,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.5, 'e': 0.16599999999999926}",20,0,12.537830858127013,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
418,False,"{'a': 0.5, 'e': 0.16399999999999926}",20,14,8.610541831637638,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.5, 'e': 0.16199999999999926}",20,10,4.52449578502589,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
420,False,"{'a': 0.5, 'e': 0.15999999999999925}",30,18,11.264273151642362,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
421,False,"{'a': 0.5, 'e': 0.15799999999999925}",30,17,22.28233438770823,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
422,False,"{'a': 0.5, 'e': 0.15599999999999925}",20,11,12.765361300200057,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
423,False,"{'a': 0.5, 'e': 0.15399999999999925}",25,14,9.170353941132941,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
424,False,"{'a': 0.5, 'e': 0.15199999999999925}",20,11,-25.647931644250278,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
425,False,"{'a': 0.5, 'e': 0.14999999999999925}",25,8,33.922269687232806,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.5, 'e': 0.14799999999999924}",25,3,32.88725245089318,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.5, 'e': 0.14599999999999924}",30,0,40.01916082873173,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
428,False,"{'a': 0.5, 'e': 0.14399999999999924}",20,16,8.673629699942133,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.5, 'e': 0.14199999999999924}",25,0,41.37944949460268,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
430,False,"{'a': 0.5, 'e': 0.13999999999999924}",30,13,32.70897335725672,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.5, 'e': 0.13799999999999923}",25,14,9.419143567426753,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
432,False,"{'a': 0.5, 'e': 0.13599999999999923}",20,7,23.2435115748941,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.5, 'e': 0.13399999999999923}",20,9,22.34274523678337,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.5, 'e': 0.13199999999999923}",20,11,9.775158536495251,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.5, 'e': 0.12999999999999923}",20,0,-36.011089712110156,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
436,False,"{'a': 0.5, 'e': 0.12799999999999923}",20,8,14.361320258780102,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.5, 'e': 0.12599999999999922}",20,1,-3.7974721898161543,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 0}",1
438,False,"{'a': 0.5, 'e': 0.12399999999999922}",20,2,17.71673353626972,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
439,False,"{'a': 0.5, 'e': 0.12199999999999922}",20,16,10.258803974272345,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.5, 'e': 0.11999999999999922}",25,16,20.764077099958108,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.5, 'e': 0.11799999999999922}",25,1,28.645244920805766,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",1
442,False,"{'a': 0.5, 'e': 0.11599999999999921}",35,9,42.139540305373885,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.5, 'e': 0.11399999999999921}",20,8,10.541966298104523,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
444,False,"{'a': 0.5, 'e': 0.11199999999999921}",25,15,-7.73590663158465,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
445,False,"{'a': 0.5, 'e': 0.10999999999999921}",20,5,24.08955524999174,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.5, 'e': 0.10799999999999921}",20,14,13.920339463674754,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.5, 'e': 0.1059999999999992}",20,0,21.728646751825583,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
448,False,"{'a': 0.5, 'e': 0.1039999999999992}",25,17,12.554458789619511,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
449,False,"{'a': 0.5, 'e': 0.1019999999999992}",25,8,22.54555343154899,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
450,False,"{'a': 0.5, 'e': 0.0999999999999992}",25,11,26.10588089166418,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",20,9,20.16771946130056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,9,17.934674976015764,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,13,15.34943521231341,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,16,15.500345683975453,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,8,22.365909826505003,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,11,18.911461767887808,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,8,28.33073152918273,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,21.515223486195822,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",30,14,30.557284577475492,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,6,25.375817782292835,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'a': 0, 'e': 0}",25,13,23.351287211033508,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'a': 0, 'e': 0}",25,11,29.15160762273979,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'a': 0, 'e': 0}",20,9,20.880371816106255,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'a': 0, 'e': 0}",30,13,32.52249469549214,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'a': 0, 'e': 0}",20,15,9.92095640719108,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'a': 0, 'e': 0}",20,6,26.325789372445616,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'a': 0, 'e': 0}",25,19,9.420088627137675,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
18,True,"{'a': 0, 'e': 0}",20,9,22.176632030359087,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'a': 0, 'e': 0}",20,7,23.448826326876393,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'a': 0, 'e': 0}",30,19,20.51595694892855,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'a': 0, 'e': 0}",25,11,29.041922814968824,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'a': 0, 'e': 0}",25,10,28.38089718382628,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'a': 0, 'e': 0}",20,8,20.565659114144747,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'a': 0, 'e': 0}",25,11,25.064324589728816,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'a': 0, 'e': 0}",30,0,47.29530290201151,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
26,True,"{'a': 0, 'e': 0}",25,13,22.49756867385915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'a': 0, 'e': 0}",25,3,35.67856424931498,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'a': 0, 'e': 0}",20,12,13.248259261837486,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
29,True,"{'a': 0, 'e': 0}",30,18,25.70485597314852,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'a': 0, 'e': 0}",25,1,40.106001402213906,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
31,True,"{'a': 0, 'e': 0}",25,20,8.339108900249048,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
32,True,"{'a': 0, 'e': 0}",20,12,14.495117238232277,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
33,True,"{'a': 0, 'e': 0}",20,10,16.57393103874368,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
34,True,"{'a': 0, 'e': 0}",25,17,16.07927870282297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
35,True,"{'a': 0, 'e': 0}",20,3,32.93505810538639,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
36,True,"{'a': 0, 'e': 0}",35,25,17.05935209928564,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
37,True,"{'a': 0, 'e': 0}",25,14,21.61886505850367,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
38,True,"{'a': 0, 'e': 0}",30,13,27.37435487502683,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
39,True,"{'a': 0, 'e': 0}",20,10,22.80559740951577,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
40,True,"{'a': 0, 'e': 0}",20,8,22.458582257889745,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
41,True,"{'a': 0, 'e': 0}",20,2,33.99532031944129,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
42,True,"{'a': 0, 'e': 0}",25,13,25.08522097157776,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
43,True,"{'a': 0, 'e': 0}",20,13,13.31213546099839,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
44,True,"{'a': 0, 'e': 0}",25,8,25.8328560670635,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
45,True,"{'a': 0, 'e': 0}",25,16,16.95192587034409,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
46,True,"{'a': 0, 'e': 0}",20,14,10.655923436175692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
47,True,"{'a': 0, 'e': 0}",20,8,26.895792460143348,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
48,True,"{'a': 0, 'e': 0}",20,9,21.38135347991937,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
49,True,"{'a': 0, 'e': 0}",20,8,24.64125502878379,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
